id,nome,calorias,proteinas,carboidratos,quantidade_base,Categoria
1635,"Porco, bisteca, crua",164.115,21.5,0,100,"Carnes e derivados"
1636,"Porco, bisteca, frita",311.169,33.7479,0,100,"Carnes e derivados"
1637,"Porco, bisteca, grelhada",280.084,28.8896,0,100,"Carnes e derivados"
1638,"Porco, costela, assada",402.168,30.2229,0,100,"Carnes e derivados"
1639,"Porco, costela, crua",255.606,18,0,100,"Carnes e derivados"
1640,"Porco, lombo, assado",210.235,35.725,0,100,"Carnes e derivados"
1641,"Porco, lombo, cru",175.625,22.6042,0,100,"Carnes e derivados"
1642,"Porco, orelha, salgada, crua",258.492,18.5208,0,100,"Carnes e derivados"
1643,"Porco, pernil, assado",262.26,32.1333,0,100,"Carnes e derivados"
1644,"Porco, pernil, cru",186.056,20.125,0,100,"Carnes e derivados"
1645,"Porco, rabo, salgado, cru",377.415,15.5813,0,100,"Carnes e derivados"
1646,"Porquinho, cru",93.0246,20.49,0,100,"Pescados e frutos do mar"
1647,"Presunto, com capa de gordura",127.849,14.3708,1.3975,100,"Carnes e derivados"
1648,"Presunto, sem capa de gordura",93.7433,14.2917,2.14567,100,"Carnes e derivados"
1649,"Pupunha, cozida",218.534,2.52292,29.5694,100,"Nozes e sementes"
1650,"Queijo, minas, frescal",264.273,17.411,3.24031,100,"Leite e derivados"
1651,"Queijo, minas, meia cura",320.722,21.2114,3.57296,100,"Leite e derivados"
1652,"Queijo, mozarela",329.871,22.649,3.04933,100,"Leite e derivados"
1653,"Queijo, parmesão",452.964,35.5536,1.66072,100,"Leite e derivados"
1654,"Queijo, pasteurizado",303.08,9.35733,5.67633,100,"Leite e derivados"
1655,"Queijo, petit suisse, morango",121.106,5.78666,18.462,100,"Leite e derivados"
1656,"Queijo, prato",359.88,22.6618,1.87857,100,"Leite e derivados"
1657,"Queijo, requeijão, cremoso",256.578,9.62955,2.43245,100,"Leite e derivados"
1658,"Queijo, ricota",139.732,12.6005,3.78617,100,"Leite e derivados"
1659,"Quiabo, cru",29.9393,1.91875,6.37392,100,"Verduras, hortaliças e derivados"
1660,"Quibe, assado",136.229,14.5938,12.8612,100,"Carnes e derivados"
1661,"Quibe, cru",109.491,12.3542,10.7742,100,"Carnes e derivados"
1662,"Quibe, frito",253.831,14.8896,12.3374,100,"Carnes e derivados"
1663,Quibebe,86.3492,8.55625,6.64408,100,"Alimentos preparados"
1664,Quindim,411.349,4.7375,46.2988,100,"Produtos açucarados"
1665,"Rabanete, cru",13.7381,1.3913,2.72536,100,"Verduras, hortaliças e derivados"
1666,Rapadura,351.958,0.989583,90.7924,100,"Produtos açucarados"
1667,"Refrigerante, tipo água tônica",30.7794,0,7.95333,100,Bebidas
1668,"Refrigerante, tipo cola",33.5142,0,8.66,100,Bebidas
1669,"Refrigerante, tipo guaraná",38.7,0,10,100,Bebidas
1670,"Refrigerante, tipo laranja",45.6273,0,11.79,100,Bebidas
1671,"Refrigerante, tipo limão",39.7191,0,10.2633,100,Bebidas
1672,"Repolho, branco, cru",17.1188,0.876812,3.85986,100,"Verduras, hortaliças e derivados"
1673,"Repolho, roxo, cru",30.9075,1.90833,7.204,100,"Verduras, hortaliças e derivados"
1674,"Repolho, roxo, refogado",41.7735,1.80208,7.56158,100,"Verduras, hortaliças e derivados"
1675,"Romã, crua",55.739,0.404167,15.1058,100,"Frutas e derivados"
1676,"Rúcula, crua",13.1333,1.76667,2.21967,100,"Verduras, hortaliças e derivados"
1677,"Sal, dietético",0,0,0,100,Miscelâneas
1678,"Sal, grosso",0,0,0,100,Miscelâneas
1679,"Salada, de legumes, com maionese",96.1036,1.05,8.924,100,"Alimentos preparados"
1680,"Salada, de legumes, cozida no vapor",35.4081,2.00625,7.08908,100,"Alimentos preparados"
1681,Salame,397.842,25.8104,2.90625,100,"Carnes e derivados"
1682,"Salmão, filé, com pele, fresco,  grelhado",228.732,23.9188,0,100,"Pescados e frutos do mar"
1683,"Salmão, sem pele, fresco, cru",169.782,19.2521,0,100,"Pescados e frutos do mar"
1684,"Salmão, sem pele, fresco, grelhado",242.707,26.1417,0,100,"Pescados e frutos do mar"
1685,"Salpicão, de frango",147.865,13.925,4.569,100,"Alimentos preparados"
1686,"Salsa, crua",33.4241,3.25725,5.70609,100,"Verduras, hortaliças e derivados"
1687,Sarapatel,122.982,18.4729,1.09408,100,"Alimentos preparados"
1688,"Sardinha, assada",164.351,32.1792,0,100,"Pescados e frutos do mar"
1689,"Sardinha, conserva em óleo",284.981,15.9396,0,100,"Pescados e frutos do mar"
1690,"Sardinha, frita",257.041,33.3833,0,100,"Pescados e frutos do mar"
1691,"Sardinha, inteira, crua",113.9,21.0767,0,100,"Pescados e frutos do mar"
1692,"Seleta de legumes, enlatada",56.5338,3.42029,12.6697,100,"Verduras, hortaliças e derivados"
1693,"Serralha, crua",30.3979,2.67292,4.94675,100,"Verduras, hortaliças e derivados"
1694,Shoyu,60.9277,3.3125,11.6475,100,Miscelâneas
1695,"Soja, exato solúvel, pó",458.896,35.6875,28.4828,100,"Leguminosas e derivados"
1696,"Soja, exato solúvel, tural, fluido",39.1049,2.38107,4.27526,100,"Leguminosas e derivados"
1697,"Soja, farinha",403.956,36.0301,38.4399,100,"Leguminosas e derivados"
1698,"Soja, queijo (tofu)",64.4851,6.55318,2.12682,100,"Leguminosas e derivados"
1699,Tabule,57.4535,2.04633,10.581,100,"Alimentos preparados"
1700,Tacacá,46.8892,6.95833,3.39,100,"Alimentos preparados"
1701,"Taioba, crua",34.2089,2.89583,5.4305,100,"Verduras, hortaliças e derivados"
1702,"Tamarindo, cru",275.696,3.20625,72.5318,100,"Frutas e derivados"
1703,"Tangeri, Poncã, crua",37.8306,0.847826,9.61,100,"Frutas e derivados"
1704,"Tangeri, Poncã, suco",36.1088,0.521739,8.8,100,"Frutas e derivados"
1705,"Tapioca, com manteiga",347.827,0.0895833,63.5918,100,"Alimentos preparados"
1706,"Tempero a base de sal",21.33,2.66667,2.07333,100,Miscelâneas
1707,"Tomate, com semente, cru",15.3352,1.09783,3.13884,100,"Verduras, hortaliças e derivados"
1708,"Tomate, exato",60.9334,2.43478,14.9586,100,"Verduras, hortaliças e derivados"
1709,"Tomate, molho industrializado",38.4465,1.375,7.71167,100,"Verduras, hortaliças e derivados"
1710,"Tomate, purê",27.9369,1.36232,6.89435,100,"Verduras, hortaliças e derivados"
1711,"Tomate, salada",20.5469,0.810417,5.11792,100,"Verduras, hortaliças e derivados"
1712,"Torrada, pão francês",377.422,10.5241,74.5559,100,"Cereais e derivados"
1713,"Toucinho, cru",592.531,11.4792,0,100,"Carnes e derivados"
1714,"Toucinho, frito",696.564,27.2833,0,100,"Carnes e derivados"
1715,"Tremoço, cru",381.278,33.575,43.7863,100,"Leguminosas e derivados"
1716,"Tremoço, em conserva",120.643,11.1083,12.3893,100,"Leguminosas e derivados"
1717,"Tucumã, cru",262.015,2.09375,26.4746,100,"Frutas e derivados"
1718,"Tucunaré, filé, congelado, cru",87.6865,17.9583,-0.045,100,"Pescados e frutos do mar"
1719,"Tucupi, com pimenta-de-cheiro",27.1838,2.05625,4.73775,100,"Alimentos preparados"
1720,"Umbu, cru",37.0167,0.841667,9.39533,100,"Frutas e derivados"
1721,"Umbu, polpa, congelada",33.9433,0.5125,8.78683,100,"Frutas e derivados"
1722,"Uva, Itália, crua",52.8731,0.746377,13.5733,100,"Frutas e derivados"
1723,"Uva, Rubi, crua",49.0613,0.608333,12.6953,100,"Frutas e derivados"
1724,"Uva, suco concenado, envasado",57.6554,0,14.708,100,"Frutas e derivados"
1725,"Vaca atolada",144.897,5.12292,10.0614,100,"Alimentos preparados"
1726,"Vagem, crua",24.8984,1.78623,5.3471,100,"Verduras, hortaliças e derivados"
1727,Vatapá,254.893,5.99783,9.7485,100,"Alimentos preparados"
1728,"Virado à paulista",306.947,10.1812,14.1091,100,"Alimentos preparados"
1729,Yakisoba,112.802,7.51667,18.2513,100,"Alimentos preparados"
1730,,0,0,0,100,
1731,,0,0,0,100,
1732,,0,0,0,100,
